iter	RMSE
612	0.08912279358
613	0.08911031035
614	0.089086734
615	0.08908368228
616	0.08906654511
617	0.0890640825
618	0.08906008732
619	0.08904840685
620	0.08904244058
621	0.0890314713
622	0.08902236785
623	0.08898098966
624	0.0889681327
625	0.08892799559
626	0.08892531972
627	0.08892265913
628	0.08889386136
629	0.08888066224
630	0.08887881754
631	0.08887242332
632	0.08883346253
633	0.08882069156
634	0.08879989645
635	0.08878661587
636	0.08877586719
637	0.08876355132
638	0.08876181123
639	0.08875379006
640	0.08874805883
641	0.08874478739
642	0.0887400571
643	0.08872942868
644	0.08870146129
645	0.08869874152
646	0.08869629722
647	0.08867242144
648	0.08864051793
649	0.0886308312
650	0.08861365455
651	0.08858208644
652	0.08857893887
653	0.08855760474
654	0.08853690357
655	0.0885296809
656	0.08851633786
657	0.08850374209
658	0.088493126
659	0.08847605785
660	0.08846726205
661	0.08843733126
662	0.08840861959
663	0.08839280035
664	0.08838398758
665	0.08836981824
666	0.08836758006
667	0.08836532108
668	0.08835625295
669	0.08833861923
670	0.08831550237
671	0.08828958366
672	0.08827955452
673	0.08825213729
674	0.08822563379
675	0.08821817169
676	0.08820952603
677	0.08820508265
678	0.08819356595
679	0.08819299404
680	0.08817394116
681	0.08816522998
682	0.08815527105
683	0.08814329859
684	0.08813616507
685	0.08811701091
686	0.08811434389
687	0.08810464481
688	0.08807944739
689	0.08807493478
690	0.08806482535
691	0.08805438974
692	0.08803821254
693	0.0880314779
694	0.0880216361
695	0.08801474491
696	0.08799435413
697	0.08799196968
698	0.08796749064
699	0.08795977621
700	0.08795096751
701	0.08794340134
702	0.08792849603
703	0.08792023421
704	0.08791696961
705	0.08789861421
706	0.08789768736
707	0.08788927244
708	0.08786550666
709	0.08785680094
710	0.08785391648
711	0.08783969642
712	0.08782240225
713	0.08782058503
714	0.08780431415
715	0.08780234096
716	0.08778562382
717	0.08777225329
718	0.08776681837
719	0.08773905651
720	0.08773329313
721	0.08772314764
722	0.08771970801
723	0.08771211988
724	0.08768546403
725	0.0876828681
726	0.08765743804
727	0.08764896774
728	0.08762886361
729	0.08761830948
730	0.0876084484
731	0.08759727798
732	0.08756619663
733	0.08755793581
734	0.08755722051
735	0.08754283802
736	0.08753564187
737	0.08749843203
738	0.08749109406
739	0.08747099067
740	0.08746858357
741	0.08746120741
742	0.08744565248
743	0.08743773341
744	0.08742386332
745	0.08742258684
746	0.08740489229
747	0.08737149681
748	0.08735852845
749	0.08733930721
750	0.08733612104
751	0.0873354875
752	0.08731322367
753	0.08731014532
754	0.08728539395
755	0.08727548189
756	0.08726706038
757	0.08726423819
758	0.08725633907
759	0.08723256973
760	0.0872257993
761	0.08721994123
762	0.08720441488
763	0.0871905356
764	0.08718693474
765	0.08717666767
766	0.08716206245
767	0.08715233262
768	0.08715117237
769	0.08713639418
770	0.08711541685
771	0.08709745969
772	0.08709166017
773	0.08708456271
774	0.08707327153
775	0.08705935645
776	0.08705627384
777	0.08705373313
778	0.08703741461
779	0.08702341477
780	0.08700110692
781	0.08699553385
782	0.0869854959
783	0.08698342505
784	0.08696311753
785	0.08696197762
786	0.08694056362
787	0.0869207252
788	0.08689031684
789	0.08688636903
790	0.08687476556
791	0.08685085847
792	0.08685055507
793	0.08684097276
794	0.08682940687
795	0.08681545681
796	0.08681309043
797	0.08680663585
798	0.08680088805
799	0.08679160987
800	0.08678898033
801	0.08678565768
802	0.08677059297
803	0.08673589633
804	0.08673025875
805	0.08671595132
806	0.08671440465
807	0.086699929
808	0.08668449808
809	0.08667503062
810	0.08666678338
811	0.08664749232
812	0.08664428109
813	0.08664218468
814	0.08663916623
815	0.0866262053
816	0.08661168235
817	0.08660530267
818	0.08658694706
819	0.08658075697
820	0.08657930395
821	0.08657047751
822	0.08656791605
823	0.08655253444
824	0.08654387613
825	0.0865312383
826	0.08652509574
827	0.08650769742
828	0.08649496012
829	0.08646880533
830	0.08645738268
831	0.08644572562
832	0.08643752957
833	0.08642925338
834	0.08641046995
835	0.08638295866
836	0.08638038065
837	0.08637194099
838	0.08635826839
839	0.08635184442
840	0.08634374219
841	0.08633873514
842	0.0863234764
843	0.08631753645
844	0.08630855239
845	0.08629869935
846	0.08626508266
847	0.08625978789
848	0.08625935869
849	0.08625313893
850	0.08623486956
851	0.08620827873
852	0.08620166538
853	0.08619967212
854	0.08618618019
855	0.08617430383
856	0.0861678956
857	0.08616741823
858	0.08614738197
859	0.08613419446
860	0.0861265923
861	0.08611459476
862	0.08611194832
863	0.08610335022
864	0.08608643022
865	0.08607913143
866	0.08607171089
867	0.08606927844
868	0.08605285401
869	0.08604540464
870	0.0860389457
871	0.08601301949
872	0.08601235964
873	0.08600178657
874	0.08599268347
875	0.08598332442
876	0.08596395078
877	0.08596223699
878	0.08594628513
879	0.08594503128
880	0.08592026093
881	0.08590744155
882	0.08590168044
883	0.08588881915
884	0.08587525392
885	0.08585259477
886	0.08584964762
887	0.08584299539
888	0.08583000001
889	0.08582521043
890	0.08582073188
891	0.08580179013
892	0.08579622807
893	0.08578741181
894	0.08578264371
895	0.08577991168
896	0.08577014325
897	0.08576774452
898	0.08576737182
899	0.08575999181
900	0.08574785289
901	0.0857391359
902	0.08573812078
903	0.08573280728
904	0.08573094004
905	0.08573012093
906	0.08572845416
907	0.08572614619
908	0.08572404942
909	0.08571829708
910	0.08570920663
911	0.08570211402
912	0.08569627846
913	0.08569273922
914	0.0856712251
915	0.08566804249
916	0.08566294601
917	0.08566063138
918	0.08565456731
919	0.08564829182
920	0.08564640814
921	0.08562265927
922	0.08562131091
923	0.08559056926
924	0.08558845375
925	0.08557785147
926	0.08556238493
927	0.08553173026
928	0.08552092102
929	0.08549853533
930	0.08548807562
931	0.08547461279
932	0.08546303679
933	0.08545236325
934	0.08544865719
935	0.08543965476
936	0.08543485306
937	0.08541684485
938	0.08539664645
939	0.08539024468
940	0.08537876214
941	0.08537461212
942	0.08536752773
943	0.08536281599
944	0.08535678841
945	0.08535472117
946	0.08532544226
947	0.08532002585
948	0.0853078986
949	0.08530025986
950	0.08529910752
951	0.08528829703
952	0.0852775882
953	0.08527223341
954	0.08527103221
955	0.08525418744
956	0.08524756838
957	0.08524647209
958	0.08524161102
959	0.08523692693
960	0.08522689441
961	0.08520752488
962	0.08519719879
963	0.0851925675
964	0.08518351793
965	0.08517263697
966	0.0851678664
967	0.08515735628
968	0.08514347852
969	0.08513250087
970	0.08512706006
971	0.0851194105
972	0.08511206534
973	0.08510638976
974	0.08510018159
975	0.08508380244
976	0.08507469658
977	0.085070398
978	0.08506330394
979	0.08505989303
980	0.08505765711
981	0.08503121396
982	0.08500654589
983	0.08498455781
984	0.08498345504
985	0.08497333426
986	0.08496350914
987	0.08493695283
988	0.08493242161
989	0.08490719421
990	0.08490533876
991	0.08489763185
992	0.08489554733
993	0.0848940288
994	0.08488354908
995	0.08485919729
996	0.08485316864
997	0.0848521114
998	0.0848475734
999	0.08483785549
